,MatchID,gamelength,TeamColor,TeamTag,TeamID,Result,DragonValue,BaronValue,Herald,InhibitsValue,TowerValue,GoldIn10,GoldIn20,kill
232,232,41,blue,C9,232,0,1,0,0,0,5,11859,29011,14
233,233,34,blue,C9,233,1,2,1,0,1,8,11940,31839,3
234,234,37,blue,C9,234,1,2,1,0,1,8,11836,29032,5
235,235,31,blue,C9,235,1,3,1,0,2,10,11910,30499,17
236,236,34,blue,TIP,236,1,3,0,0,3,11,12636,30483,14
237,237,34,blue,C9,237,0,2,0,0,0,3,12555,27795,9
238,238,29,blue,TIP,238,0,1,0,0,0,2,12900,30846,19
239,239,36,blue,C9,239,1,2,2,0,2,10,11345,28572,17
240,240,39,blue,TIP,240,0,4,0,0,1,7,12633,29224,2
241,241,32,blue,TL,241,0,1,0,0,0,4,12577,28725,6
242,242,29,blue,C9,242,0,0,0,0,0,3,12117,27476,7
243,243,58,blue,TL,243,0,2,0,0,0,6,12512,28909,16
244,244,42,blue,C9,244,1,3,2,0,3,11,12048,30129,20
245,245,45,blue,TSM,245,0,0,0,0,0,5,13555,31996,2
246,246,28,blue,C9,246,0,1,0,0,0,2,13293,27063,10
247,247,41,blue,DIG,247,0,1,0,2,0,4,13665,30545,12
248,248,62,blue,REN,248,1,4,4,2,5,10,14513,31028,3
249,249,37,blue,FOX,249,1,2,1,0,3,9,14408,29987,4
250,250,36,blue,REN,250,0,0,0,2,0,3,13692,31845,13
251,251,32,blue,DIG,251,1,2,1,2,1,9,13897,33811,5
252,252,44,blue,TSM,252,1,3,0,4,1,7,13208,31203,5
253,253,29,blue,FOX,253,0,0,0,0,0,2,12449,30305,10
254,254,19,blue,IMT,254,1,1,0,2,3,11,14746,30893,7
255,255,36,blue,TIP,255,1,3,1,0,1,9,12694,30011,13
256,256,39,blue,TSM,256,0,1,0,2,0,6,12582,31006,25
257,257,32,blue,TL,257,0,0,0,2,0,2,12781,31158,13
258,258,48,blue,DIG,258,1,1,1,0,1,9,13155,35350,4
259,259,29,blue,TSM,259,1,2,0,2,2,10,14151,31341,6
260,260,34,blue,NRG,260,0,1,0,2,0,4,13710,26104,4
261,261,33,blue,CLG,261,0,0,0,0,0,1,11749,32522,18
262,262,49,blue,FOX,262,0,4,1,2,5,9,14787,31083,9
263,263,42,blue,REN,263,0,1,1,2,0,5,12378,30150,12
264,264,27,blue,TIP,264,1,1,1,0,1,7,12738,31220,14
265,265,29,blue,C9,265,0,1,1,2,2,7,14363,31713,15
266,266,35,blue,TL,266,1,2,1,4,1,9,14409,33369,19
267,267,33,blue,CLG,267,1,3,1,2,2,10,14174,32371,9
268,268,30,blue,IMT,268,1,2,0,4,2,10,14783,28761,15
269,269,31,blue,TL,269,1,1,1,0,1,8,13190,30373,11
270,270,32,blue,NRG,270,1,1,1,0,1,9,13062,30072,5
271,271,31,blue,DIG,271,0,1,0,0,0,3,12858,25815,5
272,272,20,blue,FOX,272,0,0,0,0,0,1,11824,29140,4
273,273,42,blue,CLG,273,1,3,1,0,1,9,12457,37291,1
274,274,31,blue,TL,274,1,4,1,4,2,11,15486,38927,6
275,275,20,blue,C9,275,1,2,0,0,1,9,13607,31854,13
276,276,33,blue,CLG,276,0,1,0,2,0,4,13712,29391,12
277,277,39,blue,TSM,277,1,2,1,0,1,9,13470,31806,10
278,278,41,blue,NRG,278,1,2,2,0,1,9,14384,34587,12
279,279,29,blue,IMT,279,1,1,1,2,1,9,12946,30341,7
280,280,30,blue,C9,280,1,4,1,4,3,11,13997,34871,21
281,281,39,blue,REN,281,0,2,1,2,1,7,13365,28457,5
282,282,24,blue,TIP,282,0,0,0,0,0,2,12552,31914,18
283,283,44,blue,DIG,283,1,3,0,2,1,8,13676,32566,20
284,284,32,blue,FOX,284,1,3,1,4,3,11,13706,29818,11
285,285,43,blue,NRG,285,0,1,1,0,1,6,12519,32842,11
286,286,30,blue,C9,286,1,2,1,2,1,9,14084,29085,11
287,287,32,blue,TIP,287,0,1,0,0,0,4,13791,36693,13
288,288,27,blue,IMT,288,1,0,1,2,2,10,13455,31865,16
289,289,34,blue,FOX,289,1,2,1,0,4,11,13943,27596,14
290,290,29,blue,CLG,290,0,1,0,0,0,2,12222,35193,20
291,291,30,blue,IMT,291,1,2,1,2,3,11,15260,34249,11
292,292,33,blue,TL,292,1,4,1,2,1,9,14740,29751,10
293,293,46,blue,DIG,293,0,2,0,0,0,3,13239,31991,7
294,294,28,blue,NRG,294,1,2,1,0,2,10,15953,30311,8
295,295,33,blue,REN,295,0,0,0,2,0,5,12569,29372,16
296,296,47,blue,TSM,296,0,3,1,2,2,9,13339,37389,11
297,297,26,blue,CLG,297,1,3,1,4,3,11,14973,29991,11
298,298,58,blue,TL,298,0,2,0,0,1,6,13193,31280,8
299,299,31,blue,REN,299,0,0,0,2,0,3,13929,28775,7
300,300,37,blue,DIG,300,1,1,2,2,2,10,12850,27535,25
301,301,39,blue,NRG,301,0,1,1,0,0,3,12274,29896,14
302,302,33,blue,TIP,302,0,1,0,0,0,2,13494,26151,5
303,303,28,blue,TL,303,0,2,0,0,0,0,12630,29311,29
304,304,28,blue,TIP,304,0,0,0,0,0,1,12872,27035,7
305,305,31,blue,FOX,305,0,0,0,0,0,2,12885,31611,20
306,306,43,blue,IMT,306,0,2,1,0,0,4,12521,30116,17
307,307,30,blue,NRG,307,1,4,1,0,3,10,13695,35735,14
308,308,29,blue,C9,308,1,3,1,0,2,9,13925,31480,13
309,309,40,blue,TIP,309,1,4,2,6,2,10,13915,30793,8
310,310,41,blue,C9,310,0,3,2,0,0,5,12969,37365,16
311,311,30,blue,TL,311,1,3,1,4,2,10,14632,32602,14
312,312,46,blue,REN,312,1,2,1,4,1,9,13634,35827,8
313,313,26,blue,IMT,313,1,1,1,2,3,11,13977,33637,16
314,314,57,blue,REN,314,0,4,0,4,1,8,13573,31152,18
315,315,38,blue,IMT,315,1,2,2,2,1,9,14684,30445,13
316,316,38,blue,CLG,316,0,0,0,2,0,3,12877,32628,16
317,317,30,blue,TSM,317,1,1,1,0,1,10,13640,29650,22
318,318,68,blue,FOX,318,1,2,0,0,1,8,12864,35011,16
319,319,30,blue,C9,319,1,2,1,0,1,9,13608,30694,8
320,320,35,blue,NRG,320,1,2,2,0,2,11,13510,30059,10
321,321,30,blue,TSM,321,0,1,0,0,0,4,15340,33778,19
322,322,49,blue,DIG,322,0,2,1,2,3,9,13892,30291,10
323,323,41,blue,FOX,323,0,1,1,2,0,4,13299,30950,13
324,324,38,blue,TIP,324,0,1,0,0,0,4,13177,37881,14
325,325,25,blue,CLG,325,1,2,1,4,3,11,16062,31471,16
326,326,29,blue,IMT,326,1,1,1,2,1,8,14067,32435,7
327,327,35,blue,DIG,327,0,0,0,4,0,4,13789,31440,2
328,328,34,blue,C9,328,1,3,1,4,1,9,15043,30732,5
329,329,44,blue,REN,329,1,3,0,4,1,8,13610,33980,8
330,330,34,blue,TL,330,1,4,1,4,4,11,16899,31358,16
331,331,30,blue,TIP,331,0,0,0,2,0,0,13340,31272,6
332,332,26,blue,CLG,332,1,2,1,4,1,9,14450,32582,13
333,333,45,blue,TSM,333,0,3,0,2,3,8,14026,30960,6
334,334,39,blue,TIP,334,0,1,0,2,0,3,13271,34903,9
335,335,33,blue,TSM,335,1,3,1,0,2,10,13606,30286,26
336,336,39,blue,CLG,336,0,3,0,0,0,4,13053,32229,2
337,337,32,blue,NV,337,1,3,1,2,1,9,13387,29063,8
338,338,65,blue,NRG,338,1,2,3,2,3,11,13565,30163,18
339,339,43,blue,NV,339,1,3,1,0,3,11,13268,30323,18
340,340,42,blue,C9,340,0,4,0,0,0,3,13483,30236,15
341,341,44,blue,IMT,341,0,2,0,0,0,3,13828,29225,13
342,342,44,blue,C9,342,0,1,0,2,0,3,13245,31258,14
343,343,51,blue,NV,343,1,2,2,0,5,11,13529,29748,15
344,344,35,blue,TL,344,0,0,0,0,0,4,13816,30715,17
345,345,57,blue,APX,345,1,3,1,2,4,11,13445,32862,10
346,346,32,blue,CLG,346,1,2,0,2,3,11,14134,29815,16
347,347,41,blue,APX,347,1,2,1,2,2,10,13534,28367,16
348,348,30,blue,FOX,348,1,2,0,0,1,8,12703,32379,13
349,349,34,blue,C9,349,1,3,1,0,2,9,12630,27373,17
350,350,29,blue,FOX,350,0,1,0,2,1,5,12817,29136,13
351,351,48,blue,FOX,351,1,5,2,0,2,10,13021,30213,4
352,352,43,blue,P1,352,0,2,0,0,0,4,12948,34117,9
353,353,39,blue,APX,353,1,3,2,2,1,9,13454,29255,16
354,354,43,blue,NRG,354,0,1,0,0,0,2,12905,34807,7
355,355,32,blue,TSM,355,1,3,1,2,2,11,13945,29659,17
356,356,33,blue,TL,356,0,1,0,0,0,1,11964,29484,10
357,357,34,blue,IMT,357,1,2,1,2,3,11,12755,28537,13
358,358,27,blue,P1,358,0,0,0,0,0,3,12913,31600,12
359,359,43,blue,NRG,359,1,3,2,0,2,10,12771,31283,6
360,360,35,blue,IMT,360,1,2,1,0,3,11,13765,29324,10
361,361,35,blue,NRG,361,0,1,0,0,0,1,13875,30935,23
362,362,36,blue,APX,362,0,0,0,2,0,4,14040,31353,21
363,363,36,blue,NV,363,0,2,0,0,0,4,13490,28063,16
364,364,30,blue,APX,364,0,1,0,0,0,2,13486,34076,26
365,365,28,blue,TL,365,1,2,1,2,2,9,14113,34712,15
366,366,27,blue,CLG,366,1,2,1,2,1,8,13320,30226,16
367,367,32,blue,TL,367,0,0,1,0,1,5,13147,27820,4
368,368,32,blue,P1,368,0,0,0,2,0,2,13172,29500,4
369,369,58,blue,C9,369,0,2,1,0,1,6,13508,27816,18
370,370,30,blue,P1,370,0,0,1,0,0,4,12616,31587,10
371,371,27,blue,TSM,371,1,3,1,2,2,10,13667,35067,20
372,372,27,blue,IMT,372,1,0,1,2,2,9,13163,30465,5
373,373,44,blue,TSM,373,1,3,0,0,1,7,13082,30407,19
374,374,44,blue,FOX,374,0,1,0,0,0,5,12394,30469,14
375,375,41,blue,TL,375,1,3,2,2,2,10,13828,29637,17
376,376,49,blue,NRG,376,1,2,2,2,1,7,13986,30144,21
377,377,33,blue,FOX,377,0,1,0,0,0,3,13095,29133,14
378,378,34,blue,TSM,378,1,3,1,0,1,9,13210,28705,7
379,379,30,blue,APX,379,0,0,0,0,0,2,13688,32108,12
380,380,41,blue,NV,380,1,3,1,2,1,9,14054,29520,7
381,381,28,blue,P1,381,0,0,0,0,0,5,13614,30105,16
382,382,35,blue,CLG,382,0,0,0,0,0,2,13579,33482,16
383,383,42,blue,C9,383,1,3,1,0,1,7,13429,28693,12
384,384,31,blue,C9,384,0,0,0,0,0,3,13606,28331,8
385,385,27,blue,TSM,385,0,1,0,0,0,3,12599,28303,3
386,386,38,blue,C9,386,0,1,1,0,0,2,13149,31729,10
387,387,29,blue,TL,387,1,4,1,2,3,11,14989,26592,13
388,388,27,blue,P1,388,0,2,0,0,0,3,12011,31489,22
389,389,43,blue,IMT,389,1,3,1,0,2,9,13696,30221,16
390,390,55,blue,NV,390,0,3,1,0,2,10,13868,34309,13
391,391,37,blue,TL,391,1,3,1,2,4,11,13940,28452,12
392,392,33,blue,NRG,392,1,3,0,0,1,6,12622,34202,9
393,393,28,blue,TL,393,1,2,0,2,1,8,12793,29224,3
394,394,36,blue,NRG,394,0,1,0,0,1,3,13062,33690,19
395,395,29,blue,TSM,395,1,3,1,2,3,11,13576,29261,4
396,396,30,blue,FOX,396,0,0,0,2,1,5,14064,28842,9
397,397,39,blue,IMT,397,1,4,2,0,1,9,12275,31505,9
398,398,25,blue,CLG,398,1,3,1,2,1,7,13841,27682,24
399,399,29,blue,FOX,399,0,1,0,0,0,2,13030,28683,19
