,MatchID,gamelength,TeamColor,TeamTag,TeamID,Result,DragonValue,BaronValue,Herald,InhibitsValue,TowerValue,GoldIn10,GoldIn20,kill
110,110,48,red,NME,3912,1,3,3,0,6,10,11978,28699,9
111,111,44,red,DIG,3913,1,1,2,0,3,10,12567,28910,6
112,112,39,red,T8,3914,1,3,2,0,1,8,13749,27821,12
113,113,44,red,DIG,3915,1,2,2,0,1,7,11553,26355,4
114,114,40,red,C9,3916,0,2,1,0,0,4,11891,26631,20
115,115,30,red,TDK,3917,0,3,0,0,0,0,11706,25543,18
116,116,31,red,CLG,3918,1,0,1,0,2,9,14223,30689,19
117,117,31,red,T8,3919,0,1,0,0,0,4,11356,28556,13
118,118,48,red,TDK,3920,0,4,0,0,0,3,11503,27160,21
119,119,36,red,TL,3921,1,1,1,0,1,8,13038,30957,17
120,120,36,red,GV,3922,1,0,1,0,1,8,13166,30879,11
121,121,49,red,NME,3923,0,3,0,0,0,7,11963,28075,3
122,122,40,red,TIP,3924,0,3,1,0,0,6,12983,29777,13
123,123,39,red,CLG,3925,1,4,1,0,1,8,11909,27945,9
124,124,42,red,TSM,3926,1,4,0,0,1,8,12190,27016,15
125,125,34,red,T8,3927,0,4,0,0,0,4,11760,26613,18
126,126,36,red,C9,3928,0,5,0,0,0,3,13093,27817,11
127,127,51,red,TDK,3929,0,4,0,0,1,6,12327,26238,8
128,128,48,red,TSM,3930,1,2,1,0,3,11,12659,32144,18
129,129,48,red,C9,3931,0,3,0,0,0,3,12170,27574,6
130,130,36,red,TIP,3932,1,0,1,0,2,8,13389,28732,11
131,131,54,red,DIG,3933,1,1,1,0,3,10,12168,27832,13
132,132,44,red,GV,3934,1,3,0,0,1,7,12577,26065,6
133,133,37,red,CLG,3935,0,2,0,0,0,2,11862,26436,11
134,134,41,red,T8,3936,0,1,0,0,0,3,13009,28716,12
135,135,38,red,TDK,3937,0,4,0,0,0,3,11987,26950,16
136,136,30,red,NME,3938,0,3,0,0,0,2,12008,27632,7
137,137,49,red,TL,3939,0,3,0,0,0,3,12609,26835,15
138,138,29,red,C9,3940,0,2,0,0,0,4,12271,26545,3
139,139,39,red,CLG,3941,0,2,0,0,0,3,12509,27713,1
140,140,36,red,DIG,3942,0,2,1,0,0,3,12581,26837,8
141,141,49,red,NME,3943,0,1,1,0,2,9,12365,28462,2
142,142,32,red,NME,3944,0,2,0,0,0,1,12264,26975,2
143,143,55,red,TSM,3945,1,4,2,0,5,10,12258,28188,17
144,144,42,red,TL,3946,1,3,2,0,3,10,11667,27374,11
145,145,28,red,GV,3947,1,1,1,0,1,7,12617,28517,11
146,146,38,red,T8,3948,0,3,0,0,0,2,12480,26672,1
147,147,43,red,TDK,3949,0,2,1,0,0,5,12621,28636,12
148,148,40,red,TIP,3950,1,4,2,0,1,8,12372,28183,8
149,149,41,red,GV,3951,1,0,2,0,3,11,13190,29285,16
150,150,29,red,TL,3952,1,0,1,0,1,7,12393,30290,2
151,151,40,red,C9,3953,0,3,0,0,0,4,12004,26463,6
152,152,43,red,TDK,3954,0,3,0,0,0,1,12131,26237,9
153,153,29,red,CLG,3955,1,1,1,0,2,10,13672,32429,3
154,154,40,red,C9,3956,0,4,0,0,0,3,11922,29772,18
155,155,40,red,TSM,3957,0,5,0,0,0,3,12239,26680,12
156,156,34,red,DIG,3958,0,3,0,0,0,1,12662,27465,22
157,157,39,red,GV,3959,1,1,1,0,1,8,13328,30457,15
158,158,25,red,DIG,3960,0,1,0,0,0,1,11188,24199,7
159,159,45,red,TL,3961,1,2,2,0,1,8,12074,29172,14
160,160,40,red,T8,3962,0,4,1,0,0,6,12574,28498,7
161,161,41,red,TDK,3963,0,2,1,0,0,4,12184,26470,13
162,162,29,red,NME,3964,0,2,0,0,0,1,12484,27726,24
163,163,40,red,TSM,3965,0,2,0,0,0,6,12300,27137,18
164,164,38,red,TL,3966,0,4,0,0,0,3,12101,27053,2
165,165,57,red,DIG,3967,1,4,1,0,3,9,11745,31408,16
166,166,52,red,T8,3968,1,2,2,0,5,10,11832,24625,13
167,167,27,red,NME,3969,0,3,0,0,0,1,12599,25742,9
168,168,51,red,CLG,3970,1,2,1,0,2,9,11231,26326,20
169,169,36,red,TSM,3971,1,1,2,0,3,11,12099,26614,20
170,170,37,red,TIP,3972,1,1,2,0,1,8,12761,31329,23
171,171,49,red,GV,3973,1,3,2,0,2,10,11374,27388,4
172,172,42,red,TL,3974,1,2,1,0,1,8,13039,28219,29
173,173,30,red,CLG,3975,1,0,1,0,3,11,12194,29901,11
174,174,35,red,TIP,3976,1,2,2,0,1,9,11966,31816,5
175,175,58,red,TSM,3977,1,4,1,0,4,11,13168,27703,9
176,176,38,red,C9,3978,0,4,0,0,0,5,15210,30303,2
177,177,32,red,DIG,3979,1,1,2,0,1,9,13110,28912,17
178,178,28,red,T8,3980,0,3,0,0,0,3,12912,24216,19
179,179,32,red,C9,3981,1,2,1,0,1,9,13396,29612,14
180,180,33,red,TDK,3982,1,1,2,0,1,9,13017,28974,6
181,181,60,red,TIP,3983,0,4,2,0,1,7,11738,27989,17
182,182,33,red,C9,3984,1,0,1,0,2,10,12432,29682,18
183,183,29,red,GV,3985,0,2,0,0,0,3,11935,25406,19
184,184,36,red,CLG,3986,0,2,0,0,0,5,12185,29166,8
185,185,40,red,TL,3987,1,1,1,0,2,10,11454,27912,6
186,186,35,red,CLG,3988,0,1,0,0,0,4,12258,29095,3
187,187,33,red,TL,3989,1,0,1,0,3,10,11767,30462,18
188,188,26,red,GV,3990,0,1,0,0,0,3,12741,28412,2
189,189,43,red,TIP,3991,0,4,0,0,0,5,12262,29064,8
190,190,32,red,TIP,3992,1,1,1,0,1,9,12060,30602,19
191,191,26,red,TIP,3993,1,1,1,0,2,11,14154,36832,17
192,192,41,red,TL,3994,1,0,1,0,2,10,12870,29874,2
193,193,33,red,C9,3995,0,3,0,0,0,1,13148,28539,21
194,194,39,red,TL,3996,0,3,0,0,0,3,11695,26788,4
195,195,42,red,C9,3997,1,3,2,0,1,9,12499,27395,15
196,196,32,red,TL,3998,0,3,0,0,0,2,11727,25749,7
197,197,39,red,TIP,3999,1,0,1,0,2,11,12396,28927,1
198,198,42,red,TSM,4000,1,1,1,0,2,10,12843,27677,17
199,199,30,red,TSM,4001,1,0,2,0,2,8,12233,31648,14
200,200,30,red,TSM,4002,1,1,1,0,2,10,13053,32505,9
201,201,38,red,TL,4003,0,5,0,0,0,2,11755,27185,7
202,202,42,red,TIP,4004,0,2,0,0,0,5,12001,28476,5
203,203,41,red,TIP,4005,1,1,1,0,1,9,12653,29719,11
204,204,30,red,TIP,4006,0,2,0,0,0,1,12122,26825,15
205,205,37,red,TL,4007,1,2,2,0,2,9,12596,27976,10
206,206,34,red,C9,4008,1,3,1,0,1,9,11199,27916,15
207,207,43,red,TSM,4009,1,1,1,0,2,10,11207,27381,5
208,208,35,red,C9,4010,0,4,0,0,1,5,11361,27136,4
209,209,33,red,TSM,4011,1,1,1,0,3,11,13372,31382,1
210,210,41,red,DIG,4012,0,2,1,0,0,4,11148,27460,8
211,211,38,red,TIP,4013,1,1,2,0,3,10,12938,31395,6
212,212,38,red,DIG,4014,0,4,0,0,0,2,11548,27571,4
213,213,40,red,TSM,4015,1,2,1,0,2,10,13736,29399,4
214,214,47,red,TSM,4016,0,4,1,0,0,5,11938,27670,2
215,215,32,red,GV,4017,0,2,0,0,0,2,11960,24539,4
216,216,30,red,TSM,4018,1,2,1,0,1,9,11977,28682,5
217,217,44,red,TIP,4019,0,2,1,0,0,4,11849,30269,15
218,218,40,red,CLG,4020,1,4,1,0,2,9,12186,28791,4
219,219,28,red,TIP,4021,0,2,0,0,0,3,12325,28168,4
220,220,54,red,TSM,4022,1,2,2,0,4,11,11846,26570,9
221,221,56,red,TL,4023,0,3,0,0,0,6,12796,29012,13
222,222,44,red,TSM,4024,0,4,0,0,0,4,12548,27562,13
223,223,38,red,TL,4025,0,3,0,0,0,1,12702,25562,5
224,224,41,red,TIP,4026,0,1,0,0,0,4,12267,30302,14
225,225,38,red,TL,4027,0,3,0,0,0,4,12364,26919,8
226,226,33,red,TIP,4028,0,0,0,0,0,1,12017,26123,4
227,227,37,red,TL,4029,1,3,1,0,1,7,11917,26347,8
228,228,40,red,TSM,4030,0,3,0,0,0,3,12356,25937,5
229,229,32,red,CLG,4031,1,2,1,0,1,9,13283,31305,21
230,230,35,red,TSM,4032,0,3,0,0,0,3,11752,24217,10
231,231,35,red,GV,4033,1,0,1,0,1,9,12149,28965,8
232,232,41,red,GV,4034,1,1,2,0,1,9,12379,28466,1
233,233,34,red,GV,4035,0,2,0,0,0,3,11550,26392,15
234,234,37,red,GV,4036,0,2,0,0,0,5,12759,28322,17
235,235,31,red,GV,4037,0,3,0,0,0,3,11158,25577,6
236,236,34,red,C9,4038,0,3,1,0,0,2,12652,28095,8
237,237,34,red,TIP,4039,1,2,1,0,1,10,12432,31101,13
238,238,29,red,C9,4040,1,1,1,0,1,9,14570,31814,10
239,239,36,red,TIP,4041,0,2,0,0,0,5,12925,32705,13
240,240,39,red,C9,4042,1,4,1,0,1,7,13055,28877,13
241,241,32,red,C9,4043,1,1,1,0,1,10,11498,26570,4
242,242,29,red,TL,4044,1,0,1,0,2,10,12208,29640,11
243,243,58,red,C9,4045,1,2,3,0,2,9,12252,26960,6
244,244,42,red,TL,4046,0,3,1,0,0,4,12123,27165,11
245,245,45,red,CLG,4047,1,0,2,2,1,10,14058,32267,21
246,246,28,red,IMT,4048,1,1,1,0,2,10,14344,34330,8
247,247,41,red,NRG,4049,1,1,2,0,5,11,13676,28850,2
248,248,62,red,TL,4050,0,4,0,1,1,6,13479,27823,11
249,249,37,red,TIP,4051,0,2,0,0,0,2,13025,27694,8
250,250,36,red,NRG,4052,1,0,1,0,1,11,13480,31854,4
251,251,32,red,CLG,4053,0,2,0,0,0,5,12777,31192,19
252,252,44,red,TL,4054,0,3,1,0,1,7,12929,30770,20
253,253,29,red,C9,4055,1,0,1,2,2,10,15034,35222,24
254,254,19,red,TIP,4056,0,1,0,0,0,0,11987,30812,17
255,255,36,red,C9,4057,0,3,0,0,0,3,13980,29581,5
256,256,39,red,IMT,4058,1,1,1,0,3,10,13525,32184,12
257,257,32,red,CLG,4059,1,0,1,1,3,11,13133,32076,14
258,258,48,red,REN,4060,0,1,1,1,0,6,12774,27449,17
259,259,29,red,DIG,4061,0,2,0,0,0,1,12834,29979,15
260,260,34,red,IMT,4062,1,1,2,1,2,9,14335,32236,11
261,261,33,red,C9,4063,1,0,1,0,1,10,13823,27847,4
262,262,49,red,TL,4064,1,4,2,1,1,8,13317,30657,5
263,263,42,red,TIP,4065,1,1,0,0,3,11,14079,30481,1
264,264,27,red,DIG,4066,0,1,0,0,1,7,13257,29281,6
265,265,29,red,TSM,4067,1,1,0,0,2,10,13741,28240,1
266,266,35,red,NRG,4068,0,2,0,0,0,1,13017,25869,9
267,267,33,red,FOX,4069,0,3,0,0,0,2,12403,28959,6
268,268,30,red,REN,4070,0,2,0,0,0,3,13338,33107,11
269,269,31,red,TIP,4071,0,1,0,1,0,5,12774,30856,19
270,270,32,red,TSM,4072,0,1,0,0,0,3,13115,32632,13
271,271,31,red,C9,4073,1,1,1,0,1,7,13521,40422,9
272,272,20,red,IMT,4074,1,0,0,2,1,8,15025,30038,11
273,273,42,red,REN,4075,0,3,0,1,0,2,12128,27676,18
274,274,31,red,DIG,4076,0,4,0,0,0,2,13902,27189,17
275,275,20,red,REN,4077,0,2,0,0,0,1,12969,36306,10
276,276,33,red,IMT,4078,1,1,1,1,2,10,14526,29079,6
277,277,39,red,FOX,4079,0,2,0,1,0,4,12882,31179,8
278,278,41,red,TIP,4080,0,2,0,1,0,5,15147,28289,20
279,279,29,red,TL,4081,0,1,0,0,0,3,12615,29273,18
280,280,30,red,NRG,4082,0,4,0,0,0,3,13644,30703,14
281,281,39,red,TSM,4083,1,2,2,0,1,10,12480,34616,23
282,282,24,red,CLG,4084,1,0,0,1,1,9,13458,30769,6
283,283,44,red,FOX,4085,0,3,2,1,2,6,13814,29603,5
284,284,32,red,REN,4086,0,3,0,0,0,4,12848,30628,19
285,285,43,red,CLG,4087,1,1,0,1,2,9,13686,29682,4
286,286,30,red,TL,4088,0,2,0,1,0,3,13682,30172,7
287,287,32,red,TSM,4089,1,1,1,1,3,11,14791,30533,3
288,288,27,red,DIG,4090,0,0,0,0,0,2,12894,27471,5
289,289,34,red,NRG,4091,0,2,0,1,0,3,13676,33562,4
290,290,29,red,TSM,4092,1,1,0,2,2,11,13594,31166,9
291,291,30,red,C9,4093,0,2,0,0,0,1,12821,27700,21
292,292,33,red,REN,4094,0,4,0,1,0,1,12211,27771,17
293,293,46,red,TIP,4095,1,2,1,2,1,9,13366,29743,20
294,294,28,red,DIG,4096,0,2,0,1,0,4,14675,30220,11
295,295,33,red,IMT,4097,1,0,1,0,2,10,12407,34039,15
296,296,47,red,C9,4098,1,3,1,1,1,7,13352,29057,11
297,297,26,red,TIP,4099,0,3,0,1,0,3,15532,29987,17
298,298,58,red,FOX,4100,1,2,2,1,1,8,13601,33475,19
299,299,31,red,CLG,4101,1,0,1,1,1,10,14027,32649,25
300,300,37,red,TSM,4102,0,1,0,0,0,5,13414,35944,16
301,301,39,red,C9,4103,1,1,1,2,2,8,14156,32673,2
302,302,33,red,FOX,4104,1,1,1,1,3,11,13383,37396,20
303,303,28,red,IMT,4105,1,2,1,2,1,10,13403,34913,18
304,304,28,red,TL,4106,1,0,1,2,1,9,14559,30870,19
305,305,31,red,TSM,4107,1,0,1,1,2,11,14043,32875,21
306,306,43,red,CLG,4108,1,2,1,1,3,8,14088,32430,14
307,307,30,red,REN,4109,0,4,0,2,0,5,14786,25684,2
308,308,29,red,DIG,4110,0,3,0,0,0,2,12024,29608,6
309,309,40,red,NRG,4111,0,4,0,0,0,3,13154,30785,20
310,310,41,red,CLG,4112,1,3,0,0,3,11,14096,28186,6
311,311,30,red,TSM,4113,0,3,0,0,0,2,13143,30105,2
312,312,46,red,DIG,4114,0,2,1,0,2,7,13517,28916,13
313,313,26,red,FOX,4115,0,1,0,1,0,4,13644,28971,1
314,314,57,red,C9,4116,1,4,3,0,3,9,13267,29496,20
315,315,38,red,NRG,4117,0,2,0,1,0,3,13921,31282,12
316,316,38,red,TL,4118,1,0,2,0,2,10,12786,30769,12
317,317,30,red,TIP,4119,0,1,0,2,0,3,13597,31836,6
318,318,68,red,DIG,4120,0,2,4,1,5,10,13814,30139,5
319,319,30,red,TIP,4121,0,2,0,1,0,1,12869,29609,15
320,320,35,red,TL,4122,0,2,0,0,0,2,13175,33404,17
321,321,30,red,REN,4123,1,1,1,2,1,8,15655,30578,11
322,322,49,red,IMT,4124,1,2,1,1,2,10,13160,28620,23
323,323,41,red,CLG,4125,1,1,0,0,1,9,13933,32386,4
324,324,38,red,REN,4126,1,1,1,2,2,10,13325,27205,4
325,325,25,red,NRG,4127,0,2,0,0,0,0,12499,30002,7
326,326,29,red,TSM,4128,0,1,0,1,0,3,14356,31832,13
327,327,35,red,TL,4129,1,0,2,0,2,10,14247,28767,9
328,328,34,red,FOX,4130,0,3,0,0,0,2,13696,30207,1
329,329,44,red,FOX,4131,0,3,1,1,0,3,13070,29251,21
330,330,34,red,C9,4132,0,4,1,0,0,3,13661,34417,6
331,331,30,red,IMT,4133,1,0,1,1,3,11,13774,28498,21
332,332,26,red,DIG,4134,0,2,0,0,0,3,13282,28140,6
333,333,45,red,NRG,4135,1,3,2,2,2,7,14169,32100,18
334,334,39,red,REN,4136,1,1,2,0,3,11,13052,29184,16
335,335,33,red,CLG,4137,0,3,0,0,0,2,12136,31241,8
336,336,39,red,TSM,4138,1,3,2,0,1,9,13550,27499,8
337,337,32,red,NRG,4139,0,3,0,0,0,0,12220,29226,4
338,338,65,red,NV,4140,0,2,1,0,0,6,12540,28466,6
339,339,43,red,NRG,4141,0,3,0,0,0,3,13164,33382,7
340,340,42,red,IMT,4142,1,4,1,0,1,8,12912,31382,11
341,341,44,red,C9,4143,1,2,1,0,1,9,13713,31006,24
342,342,44,red,IMT,4144,1,1,2,0,2,10,14279,30775,9
343,343,51,red,TL,4145,0,2,0,0,0,4,13323,32774,2
344,344,35,red,NV,4146,1,0,1,1,3,11,14929,30198,17
345,345,57,red,CLG,4147,0,3,3,0,2,6,14946,28765,5
346,346,32,red,APX,4148,0,2,1,0,0,3,13304,31850,5
347,347,41,red,CLG,4149,0,2,0,0,0,4,14642,30015,27
348,348,30,red,C9,4150,0,2,0,1,0,2,13019,27805,19
349,349,34,red,FOX,4151,0,3,0,1,0,2,12682,32059,8
350,350,29,red,C9,4152,1,1,1,0,2,9,14926,29708,7
351,351,48,red,P1,4153,0,5,1,1,0,6,13492,30965,16
352,352,43,red,FOX,4154,1,2,1,0,2,8,12853,31215,16
353,353,39,red,NRG,4155,0,3,0,0,0,4,13827,31472,8
354,354,43,red,APX,4156,1,1,2,1,2,10,13515,27591,10
355,355,32,red,TL,4157,0,3,0,0,0,0,13125,31380,7
356,356,33,red,TSM,4158,1,1,1,0,1,9,13321,30551,5
357,357,34,red,P1,4159,0,2,0,0,0,3,13054,33621,12
358,358,27,red,IMT,4160,1,0,1,1,1,9,13149,31616,2
359,359,43,red,IMT,4161,0,3,0,1,0,4,13231,31829,18
360,360,35,red,NRG,4162,0,2,0,1,0,3,15065,32895,2
361,361,35,red,IMT,4163,1,1,1,1,2,11,13399,31540,18
362,362,36,red,NV,4164,1,0,1,0,1,8,13621,31624,25
363,363,36,red,APX,4165,1,2,2,1,3,11,13831,30105,16
364,364,30,red,NV,4166,1,1,2,1,1,10,14051,27471,27
365,365,28,red,CLG,4167,0,2,0,0,0,0,12459,27109,10
366,366,27,red,TL,4168,0,2,0,0,0,1,12774,32681,7
367,367,32,red,CLG,4169,1,0,0,1,1,8,14475,32087,12
368,368,32,red,C9,4170,1,0,1,0,3,11,13682,28540,18
369,369,58,red,P1,4171,1,2,3,0,5,11,12118,34374,4
370,370,30,red,C9,4172,1,0,0,0,1,10,13633,30112,5
371,371,27,red,IMT,4173,0,3,0,0,0,3,13174,29534,26
372,372,27,red,TSM,4174,0,0,0,0,0,1,13393,29768,14
373,373,44,red,IMT,4175,0,3,1,0,0,3,13943,30110,10
374,374,44,red,TL,4176,1,1,2,1,5,11,13933,29437,12
375,375,41,red,FOX,4177,0,3,0,0,0,3,13342,28958,5
376,376,49,red,FOX,4178,0,2,0,0,0,6,13592,31708,3
377,377,33,red,NRG,4179,1,1,1,1,2,9,14397,27238,11
378,378,34,red,APX,4180,0,3,0,0,0,2,12488,33077,6
379,379,30,red,TSM,4181,1,0,2,1,1,8,14244,30352,18
380,380,41,red,P1,4182,0,3,1,0,0,4,13446,32065,3
381,381,28,red,NV,4183,1,0,1,1,1,9,14441,32675,6
382,382,35,red,C9,4184,1,0,1,0,3,11,14339,28652,4
383,383,42,red,CLG,4185,0,3,0,1,0,3,12806,32847,8
384,384,31,red,TSM,4186,1,0,1,1,1,10,14903,33345,1
385,385,27,red,C9,4187,1,1,1,0,2,11,13604,31842,16
386,386,38,red,TSM,4188,1,1,0,0,2,8,13622,31628,3
387,387,29,red,P1,4189,0,4,0,0,0,4,14310,34057,10
388,388,27,red,TL,4190,1,2,1,1,2,10,15477,29489,18
389,389,43,red,NV,4191,0,3,1,0,1,7,14403,32397,4
390,390,55,red,IMT,4192,1,3,2,1,3,10,13526,30605,4
391,391,37,red,NRG,4193,0,3,0,0,1,4,14723,30073,16
392,392,33,red,TL,4194,0,3,1,1,0,3,14195,28622,19
393,393,28,red,NRG,4195,0,2,0,0,0,1,12932,34607,9
394,394,36,red,TSM,4196,1,1,1,1,1,10,15225,28385,11
395,395,29,red,NRG,4197,0,3,0,0,0,2,12493,33611,14
396,396,30,red,IMT,4198,1,0,0,0,1,9,13805,31794,14
397,397,39,red,FOX,4199,0,4,0,1,0,7,14421,28937,19
398,398,25,red,FOX,4200,0,3,0,0,0,2,13140,30931,41
399,399,29,red,CLG,4201,1,1,1,1,2,10,14882,33581,17
